21	t6rhEBNk	Grand Committee debate	sunleyJ@parliament.uk	2022-04-19 14:17:05 +00:00	Debates in a Grand Committee takes place on a motion that the Committee has considered the statutory instrument. This is the most common form of debate in the House of Lords for statutory instruments before the question to approve the instrument is made 	Actualise this step when it is scheduled on the Parliamentary Calendar or Future Business so it appears in 'Scheduled upcoming stages' on the workpackage page. The link will need to be updated once the debate has taken place. If it's rescheduled, change th	Lords Hansard debate URL	Date of debate	776	1
22	MR1lqNq3	Question on a motion (prayer) to stop the instrument being law put	sunleyJ@parliament.uk	2022-03-29 12:34:04 +00:00	A statutory instrument laid under the made negative procedure becomes law on the day the Minister signs it and automatically remains law unless a motion – or ‘prayer’ – to reject it is agreed by either House within 40 sitting days of the instrument being l	Will follow a Commons debate and the decision could also be deferred. 	V&P anchor link	Date of question	710	1
23	ADYK7qyp	Chamber debate	sunleyJ@parliament.uk	2022-03-29 14:46:30 +00:00	Debates in the House of Commons Chamber can take place on different forms of motions in respect to statutory instruments and treaties.	Actualise this step when it is scheduled on the Parliamentary Calendar or Future Business so it appears in 'Scheduled upcoming stages' on the workpackage page. The link will need to be updated once the debate has taken place. If it's rescheduled, change th	Commons Hansard URL	Date of debate	736	1
24	UhzpJ3vY	Motion to refer to a Delegated Legislation Committee (DLC)	sunleyJ@parliament.uk	2022-03-29 14:45:27 +00:00	In the case of prayers tabled in the Commons against instruments subject to the negative procedure or motions tabled against treaties, a motion may be made by a Minister to refer the motion to a delegated legislation committee. 	Will appear as a formal proceeding.	V&P anchor link	Date of the motion	734	1
26	nveorPPO	Question on motion to approve the instrument put	sunleyJ@parliament.uk	2022-03-29 14:46:17 +00:00	Ministers table motions to approve affirmative instruments in both the House of Commons and House of Lords.  Instruments cannot be debated without the motion being tabled. 	A decision or a deferment could follow the question being asked. 	V&P	Date of question being asked - takes into account divisions	735	1
28	7C9iFOw0	Motion to approve the instrument withdrawn	sunleyJ@parliament.uk	2022-03-29 14:47:01 +00:00	Ministers table motions to approve affirmative instruments in both the House of Commons and House of Lords.  Instruments cannot be debated without the motion being tabled. 	Need to keep an eye on the LBP SI list awaiting affirmative approval.	LBP	Date withdrawn	737	1
29	MMFzqr50	Motion to approve the instrument withdrawn	sunleyJ@parliament.uk	2022-03-29 14:47:11 +00:00	Ministers table motions to approve affirmative instruments in both the House of Commons and House of Lords.  Instruments cannot be debated without the motion being tabled. 	This may be in the Commons Future Business by way of omission when it previously existed. 	No link?	Date withdrawn	738	1
32	qELp3R9D	Non-fatal motion to object to the instrument tabled	sunleyJ@parliament.uk	2022-03-29 12:46:28 +00:00	A non-fatal motion does not stop a statutory instrument being law but may be used by either House to indicate concern. The most common non-fatal motion in the Lords is a motion to regret. The motion usually gives specific reasons for the regret. Even if ag	Motion text will refer to revoke or withdraw	LBP	Date tabled. This is not the same as date of  notice (aka appearance in LBP).  Date tabled will be date of notice -1, Tuesday to Thursday. When date of notice falls on Monday, it will be the previous Friday irrespective of whether the previous Friday was n	720	1
33	W4Sgl6Do	Motion to approve the instrument tabled by the Government	sunleyJ@parliament.uk	2020-12-04 15:31:41 +00:00	Ministers table motions to approve affirmative instruments in both the House of Commons and House of Lords.  Instruments cannot be debated without the motion being tabled. 	This step will only appear once. If you spot it again in the Commons FB then raise with the Journal Office.	Commons Future Business (anchor link)	Date tabled. This is not the same as date of  notice (aka appearance in Commons Future Business B).  Date tabled will be date of notice -1, Tuesday to Thursday. When date of notice falls on Monday, it will be the previous Friday irrespective of whether the	531	1
34	O5QdnmSL	Considered for English votes for English laws (EVEL) certification	sunleyJ@parliament.uk	2020-12-04 15:21:38 +00:00	The Speaker must examine every statutory instrument which is considered in the Chamber, or in a Delegated Legislation Committee. The EVEL process is designed to ensure that legislation that affects only England, or England and Wales, is approved by a major	Note we may get notification of this before the Certificate appears in the Vote. We actualise and then update our data when it does appear, unless grouped with a Not Certified which we actualise as per JO instructions	Depends on the outcome - if not certified there will be no link. If certified then the Vote 	Date of consideration if 'not certified' or date the certificate appears in the Vote 	521	1
35	qDKPhiTg	Motion (prayer) to stop the instrument being law approved	sunleyJ@parliament.uk	2022-03-29 12:36:01 +00:00	A statutory instrument laid under the made negative procedure becomes law on the day the Minister signs it and automatically remains law unless a motion – or ‘prayer’ – to reject it is agreed by either House within 40 sitting days of the instrument being l	Will usually follow a Commons debate. 	V&P anchor link	Date of decision	711	1
36	Te5alY3F	Non-fatal motion to object to the instrument withdrawn	sunleyJ@parliament.uk	2022-03-29 12:46:36 +00:00	A non-fatal motion does not stop a statutory instrument being law but may be used by either House to indicate concern. The most common non-fatal motion in the Lords is a motion to regret. The motion usually gives specific reasons for the regret. Even if ag	Motions can be withdrawn at any point before debate or at the end of the debate if the Member does not wish for the question to be put. 	No link if withdrawn before debate or LBP minute if withdrawn at end of debate 	Date withdrawn	721	1
37	rcvPN7gS	Motion (prayer) to stop the instrument being law rejected	sunleyJ@parliament.uk	2022-03-29 12:36:16 +00:00	A statutory instrument laid under the made negative procedure becomes law on the day the Minister signs it and automatically remains law unless a motion – or ‘prayer’ – to reject it is agreed by either House within 40 sitting days of the instrument being l	Will usually follow a Commons debate, could be grouped together with the actual approval motion. 	V&P anchor link	Date of decision	712	1
38	FLHAXypO	Delegated Legislation Committee (DLC) debate	sunleyJ@parliament.uk	2022-01-06 12:44:06 +00:00	Debates in a Delegated Legislation Committee take place on a motion that the Committee has considered the instrument or treaty referred to it.	Actualise this step when it is scheduled on the Parliamentary Calendar or Future Business so it appears in 'Scheduled upcoming stages' on the workpackage page. The link will need to be updated once the debate has taken place. If it's rescheduled, change th	Start of debate in Commons Hansard	Date of debate	659	1
39	nVheFQgh	Instrument approved	sunleyJ@parliament.uk	2022-03-29 14:48:47 +00:00	An affirmative instrument approved by the House of Lords. 	To be added when the House of Lords approves an instrument. If the Commons have already approved then please actualise the bicameral step too. Do not add the bicameral step if the Commons have not approved. 	Lords minute individual link	Date of decision	739	1
40	dnWpdwUf	Instrument approved	sunleyJ@parliament.uk	2022-03-29 15:03:16 +00:00	An affirmative instrument approved by the House of Commons. 	To be added when the House of Commons approves an instrument. If the instrument is laid in HoC only then it must be actualised alongside the 'Instrument approved by the House of Commons' step. If the instrument is also laid in the Lords and Lords have alre	V&P (anchor link)	Date of decision	740	1
41	cLEFLsGp	Non-fatal motion (prayer) to object to the instrument withdrawn	sunleyJ@parliament.uk	2022-03-29 12:46:10 +00:00	A non-fatal motion does not stop a statutory instrument being law but may be used by either House to indicate concern. The most common non-fatal motion in the Lords is a motion to regret. The motion usually gives specific reasons for the regret. Even if ag	Motions can be withdrawn at any stage before debate or they will be withdrawn at the end of debate either singularly or grouped. 	No link if withdrawn before a debate takes place (motion will simply disappear) otherwise if it is withdrawn following a debate then the LBP minute link	Date withdrawn	719	1
42	ORYEPBmc	Question on motion to approve the instrument put	sunleyJ@parliament.uk	2022-03-29 15:05:18 +00:00	Ministers table motions to approve affirmative instruments in both the House of Commons and House of Lords.  Instruments cannot be debated without the motion being tabled. 	A decision or a deferment could follow the question being asked. 	Lords minute - individual link	Date of decision	741	1
43	Wn3APPzz	Question on a non-fatal motion to object to the instrument put	sunleyJ@parliament.uk	2022-03-29 12:46:54 +00:00	A non-fatal motion does not stop a statutory instrument being law but may be used by either House to indicate concern. The most common non-fatal motion in the Lords is a motion to regret. The motion usually gives specific reasons for the regret. Even if ag	Will usually follow a debate in the Lords and will be accompanied by a decision step. 	Lords minute - individual link	Date of decision	722	1
44	VQx4bcZV	Instrument stops being law	sunleyJ@parliament.uk	2021-02-18 11:00:39 +00:00	Applies to made instruments only. Made negative instruments stop being law if either House approves a fatal motion to stop the instrument being law within the 40 day objection period. Made affirmative instruments stop being law if either House fails to app	Actualised according to House decision (only one need say no). Acts as a Parliament instruction to take the instrument out of force. 	V&P or LBP	Date of decision	606	1
45	f7v61U48	Motion (prayer) to stop the instrument becoming law rejected	sunleyJ@parliament.uk	2022-03-29 12:20:43 +00:00	A statutory instrument laid under the draft negative procedure cannot be made into law (signed by the minister) if either House approves a motion - or a 'prayer' - to stop the instrument becoming law within 40 sitting days of the instrument being laid.	Will usually follow a debate and the question being put/deferred 	LBP	Date of decision	700	1
46	lYbqgD7u	Motion (prayer) to stop the instrument becoming law withdrawn	sunleyJ@parliament.uk	2022-03-31 09:56:40 +00:00	A statutory instrument laid under the draft negative procedure cannot be made into law (signed by the minister) if either House approves a motion - or a 'prayer' - to stop the instrument becoming law within 40 sitting days of the instrument being laid. 	A motion can be withdrawn at any point after tabling but usually happens immediately after debate. If withdrawn before debate takes place then the motion will no longer appear in LBP or scheduled. 	LBP	Date withdrawn	772	1
47	xAb8mi2D	Motion (prayer) to stop the instrument being law tabled	sunleyJ@parliament.uk	2022-03-29 12:10:24 +00:00	A statutory instrument laid under the negative procedure becomes law on the day the Minister signs it and automatically remains law unless a motion – or ‘prayer’ – to reject it is agreed by either House within 40 sitting days of the instrument being laid. 	Motion text will refer to be not made or Declines to approve or annuls. 	LBP individual link or if not quick enough Lords PDF	Date tabled. This is not the same as date of notice (aka appearance in LBP).  Date tabled will be date of notice -1, Tuesday to Thursday. When date of notice falls on Monday, it will be the previous Friday irrespective of whether the previous Friday was no	696	1
48	sD2Tu3S7	Question on a non-fatal motion (prayer) to object to the instrument put	sunleyJ@parliament.uk	2022-03-29 12:47:18 +00:00	A non-fatal motion does not stop a statutory instrument being law but may be used by either House to indicate concern. The most common non-fatal motion in the Lords is a motion to regret. The motion usually gives specific reasons for the regret. Even if ag	Will usually follow debate or as a separate motion following a Grand Committee debate	Lords Minute individual link	Date of decision	723	1
50	mHLm3KY7	Motion to approve the instrument tabled by the Government	sunleyJ@parliament.uk	2020-12-04 15:31:53 +00:00	Ministers table motions to approve affirmative instruments in both the House of Commons and House of Lords.  Instruments cannot be debated without the motion being tabled. 	This will appear on a Thursday in LBP under 'Instruments awaiting affirmative approval'. Any affirmative SIs considered by JCSI on a Wednesday will appear under this heading on a Thursday. This is the approval motions in the Lords. 	LBP individual link (will appear on a Thursday)	Date tabled. This is not the same as date of  notice (aka appearance in LBP).  Date tabled will be date of notice -1, Tuesday to Thursday. When date of notice falls on Monday, it will be the previous Friday irrespective of whether the previous Friday was n	532	1
52	RTCec2SF	Question on a motion (prayer) to stop the instrument being law put	sunleyJ@parliament.uk	2022-03-29 15:14:00 +00:00	A statutory instrument laid under the made negative procedure becomes law on the day the Minister signs it and automatically remains law unless a motion – or ‘prayer’ – to reject it is agreed by either House within 40 sitting days of the instrument being l	Will follow debate on the motion. 	Lords Minutes individual link	Date of question	742	1
53	Ksnj7JJ8	Approval period ends	sunleyJ@parliament.uk	2021-04-07 08:32:13 +00:00	The time available for a made affirmative instrument to be approved by the House(s). The approval period is defined in legislation as how long the House had to act, often 28 or 40 calendar days, from the day they are made (signed into law). During the appr	Please check with JO what the dates are as they can differ from the norm - normally 28/40 days but can be longer/shorter depending on what the SI states and in some cases these steps are not needed. 	No link	See scope note. 	NULL	1
54	4RqyACGB	Motion (prayer) to stop the instrument becoming law approved	sunleyJ@parliament.uk	2022-03-29 12:21:15 +00:00	A statutory instrument laid under the draft negative procedure cannot be made into law (signed by the minister) if either House approves a motion - or a 'prayer' - to stop the instrument becoming law within 40 sitting days of the instrument being laid.	Will usually follow a debate and question/deferment. Will end the SI procedure. 	LBP	Date of decision	702	1
56	iYjXMbrn	Motion (prayer) to stop the instrument becoming law rejected	sunleyJ@parliament.uk	2022-03-29 12:21:29 +00:00	A statutory instrument laid under the draft negative procedure cannot be made into law (signed by the minister) if either House approves a motion - or a 'prayer' - to stop the instrument becoming law within 40 sitting days of the instrument being laid.	Will usually follow a debate and question being put/deferred. 	V&P anchor link	Date of decision	703	1
57	to8fbBdA	Non-fatal motion (prayer) to object to the instrument tabled	sunleyJ@parliament.uk	2022-03-29 15:15:59 +00:00	A non-fatal motion (prayer) does not stop a statutory instrument being law but may be used by either House to indicate concern. In the Commons, a prayer motion tabled outside the 40 sitting days period is non-fatal as it can only object to the instrument, 	Motion text will refer to revoke or withdraw. A non-fatal motion can be tabled as an EDM during a prayer period. In some cases it may be tabled in place of a fatal prayer if the instrument is set to be debated after the clock ends. 	EDM page. If it's a motion that replaces a fatal motion for debate after the clock ends then use the Order Paper/Commons Future Business A	Date tabled if EDM. -1 sitting date if Order Paper/FBA tabling	743	1
58	omnvAX3Q	Motion (prayer) to stop the instrument becoming law withdrawn	sunleyJ@parliament.uk	2022-03-29 12:21:49 +00:00	A statutory instrument laid under the draft negative procedure cannot be made into law (signed by the minister) if either House approves a motion - or a 'prayer' - to stop the instrument becoming law within 40 sitting days of the instrument being laid.	A motion can be withdrawn at any point after tabling but usually happens immediately after debate. Note if the motion is withdrawn before debate it is difficult to keep track of this (keep checking EDM itself)	V&P/EDM depending on when it was withdrawn. 	Date withdrawn	704	1
59	pp4QwM9d	Motion (prayer) to stop the instrument becoming law tabled	sunleyJ@parliament.uk	2022-03-31 09:58:19 +00:00	A statutory instrument laid under the draft negative procedure cannot be made into law (signed by the minister) if either House approves a motion - or a 'prayer' - to stop the instrument becoming law within 40 sitting days of the instrument being laid	Will usually appear as the House 'declines to approve the instrument' and will appear in the LBP after laying of an instrument or as an amendment to the approval motion upon scheduling on a debate. 	LBP - ideally the individual link but if missed then the Lords pdf for that day. 	Date tabled	773	1
60	bJ6b7OGH	Non-fatal motion to object to the instrument approved	sunleyJ@parliament.uk	2022-03-29 12:47:37 +00:00	A non-fatal motion does not stop a statutory instrument being law but may be used by either House to indicate concern. The most common non-fatal motion in the Lords is a motion to regret. The motion usually gives specific reasons for the regret. Even if ag	Will follow a debate on the Floor or GC debate	Lords Minute individual link	Date of the decision	724	1
61	JskTnWCd	Non-fatal motion to object to the instrument rejected	sunleyJ@parliament.uk	2022-03-29 12:47:49 +00:00	A non-fatal motion does not stop a statutory instrument being law but may be used by either House to indicate concern. The most common non-fatal motion in the Lords is a motion to regret. The motion usually gives specific reasons for the regret. Even if ag	Will usually follow a Chamber debate or GC debate	Lords Minute individual link	Date of decision	725	1
63	4Uk15JA8	Question on a motion (prayer) to stop the instrument becoming law put	sunleyJ@parliament.uk	2022-03-29 12:19:35 +00:00	A statutory instrument laid under the draft negative procedure cannot be made into law (signed by the minister) if either House approves a motion - or a 'prayer' - to stop the instrument becoming law within 40 sitting days of the instrument being laid.	Usually follows a debate in the Chamber or will be a separate motion if debated in DLC. The decision could also be deferred. 	V&P anchor link	Date of decision	699	1
64	g8B3R2Ou	Objection period ends	sunleyJ@parliament.uk	2021-04-07 08:32:19 +00:00	The time available for the House(s) to object to a negative instrument if they wish. The objection period is defined in legislation as how long the House had to take action, usually 40 calendar days from when the instrument is laid and the House(s) are not	Subject to change depending on Parliamentary recesses/prorogation etc. but will be '40 days from laying 	No link	See the scrutiny table 	642	1
65	Fk1bgvm4	The European Statutory Instruments Committee (ESIC) agreed that the instrument should follow the negative procedure	sunleyJ@parliament.uk	2021-02-19 09:48:27 +00:00	The European Statutory Instruments Committee, under the remit of Schedule 7 of the European Union (Withdrawal) Act 2018, agreed that the appropriate procedure for the instrument is for it to be subject to annulment.	We will first see notice of the report in the Vote on a Wednesday but the report will be published on a Thursday so we actualise retrospectively. 	Specific page in the report 	Date ESIC met (usually a Tuesday)	614	1
66	scSuvkup	The European Statutory Instruments Committee (ESIC) recommended that the instrument should follow the affirmative procedure	sunleyJ@parliament.uk	2021-02-19 09:50:54 +00:00	The European Statutory Instruments Committee, under the remit of Schedule 7 of the European Union (Withdrawal) Act 2018, recommended that the appropriate procedure for the instrument is for a draft of it be laid before, and approved by a resolution, of eac	We will first see notice of the report in the Vote on a Wednesday but the report will be published on a Thursday so we actualise retrospectively. 	Affirmative list in report 	Date ESIC met (usually a Tuesday)	616	1
68	DDN0Bdp5	Certified as England only under the English votes for English laws (EVEL) process	sunleyJ@parliament.uk	2021-02-11 10:21:33 +00:00	The English Votes for English Laws (EVEL) process is designed to ensure that legislation that affects only England, or England and Wales, is approved by a majority of MPs representing English constituencies, or English and Welsh constituencies. It also app	Note we may get notification of this before the Certificate appears in the Vote. We actualise and then update our data when it does appear. 	V&P anchor link	Date we receive notice which is then updated with the date of the Vote when it appears. 	556	1
69	lwlTPsiJ	Instrument reported by the Select Committee on Statutory Instruments (SCSI)	sunleyJ@parliament.uk	2021-02-18 10:03:21 +00:00	Instrument considered by the Statutory Instrument Select Committee which raised concerns in line with the committee's terms of reference. 	Will appear under the heading 'Instruments reported' in the actual report. We will first see notice of the report in the Vote/LBP on a Thursday but the report will be published on a Friday so we actualise retrospectively. Name of step changed from 'Concern	SCSI report - anchor link to specific instrument	Date the SCSI met (usually a Wednesday).	591	1
70	zBtshoXJ	Instrument not reported by the Select Committee on Statutory Instruments (SCSI)	sunleyJ@parliament.uk	2021-02-18 10:00:41 +00:00	Instrument considered by the Statutory Instrument Select Committee and no concerns found.	Instruments will appear under the heading 'Instruments not reported' in the actual report. We will first see notice of the report in the Vote on a Thursday but the report will be published on a Friday so we actualise retrospectively.  Name of step changed 	SCSI report -  'instruments not reported' page	Date the SCSI met (usually a Wednesday).	586	1
71	3TPVFlNJ	Committee sifting period ends	sunleyJ@parliament.uk	2021-04-07 08:31:20 +00:00	Ten sitting days are allowed for the European Statutory Instrument Committee and the Secondary Legislation Scrutiny Committee (HL) to consider whether the instrument should continue with the negative procedure or be upgraded to the affirmative procedure.  	The end date will be 10 days (based on the scrutiny table) from the date of laying. 	No link	See the the scrutiny table for specific date	640	1
72	2Etk3rF5	No concerns raised by the Secondary Legislation Scrutiny Committee (SLSC)	sunleyJ@parliament.uk	2022-03-21 13:45:02 +00:00	Instrument considered by the Secondary Legislation Scrutiny Committee which raised no concerns.	Will appear under the report heading Instruments not drawn to the special attention of the House. We will first see notice of the report in the Vote/LBP on a Wednesday but the report will be published on a Thursday so we actualise retrospectively. If the	SLSC report - SIs not reported page	Date the SLSC met (usually a Tuesday or Wednesday depending on which Sub-Comm).	685	1
74	kBOXHIxX	Certified as England and Wales only under the English votes for English laws (EVEL) process	sunleyJ@parliament.uk	2021-02-11 10:17:47 +00:00	The English Votes for English Laws (EVEL) process is designed to ensure that legislation that affects only England, or England and Wales, is approved by a majority of MPs representing English constituencies, or English and Welsh constituencies. It also app	Note we may get notification of this before the Certificate appears in the Vote. We actualise and then update our data when it does appear. 	V&P anchor link	Date we receive notice which is then updated with the date of the Vote when it appears. 	555	1
75	sE6lpbyD	Certified as England, Wales and Northern Ireland only under the English votes for English laws (EVEL) process	sunleyJ@parliament.uk	2021-02-11 10:22:45 +00:00	The English Votes for English Laws (EVEL) process is designed to ensure that legislation that affects only England, or England and Wales, is approved by a majority of MPs representing English constituencies, or English and Welsh constituencies. It also app	Note we may get notification of this before the Certificate appears in the Vote. We actualise and then update our data when it does appear. 	V&P anchor link	Date we receive notice which is then updated with the date of the Vote when it appears. 	557	1
76	RcRo88p2	Motion (prayer) to stop the instrument being law withdrawn	sunleyJ@parliament.uk	2022-03-29 12:36:46 +00:00	A statutory instrument laid under the made negative procedure becomes law on the day the Minister signs it and automatically remains law unless a motion – or ‘prayer’ – to reject it is agreed by either House within 40 sitting days of the instrument being l	Will occur either at the end of debate or at any point before debate (need to check EDM page itself)	EDM page 	Date withdrawn	713	1
77	S652OOdl	Question on a non-fatal motion (prayer) to object to the instrument put	sunleyJ@parliament.uk	2022-03-29 15:19:26 +00:00	A non-fatal motion (prayer) does not stop a statutory instrument being law but may be used by either House to indicate concern. In the Commons, a prayer motion tabled outside the 40 sitting days period is non-fatal as it can only object to the instrument, 	Will usually follow a debate or as a separate motion following a DLC debate. The decision could also be deferred. 	V&P anchor link	Date question put	744	1
78	pX6JXPJ3	Instrument rejected	sunleyJ@parliament.uk	2021-02-18 10:01:23 +00:00	Instrument rejected by the House of Lords.  If either House resolves that an affirmative instrument should not be approved, the instrument, depending on whether it is a draft or already made, cannot become law or stops being law.	If actualised this will bring the SI procedure to an end. 	LBP - individual link	Date of decision	588	1
79	j7oLnCke	Instrument not reported by the Joint Committee on Statutory Instruments (JCSI)	sunleyJ@parliament.uk	2021-02-18 10:00:24 +00:00	Instrument considered by the Joint Committee on Statutory Instruments and no concerns found.	Will appear under the report heading Instruments not reported. We will first see notice of the report in the Vote/LBP on a Thursday but the report will be published on a Friday so we actualise retrospectively. Name changed from 'no concerns raised' in Ma	JCSI report - Not reported page	Date the JCSI met (usually a Wednesday).	585	1
81	GAGqPaSf	The Secondary Legislation Scrutiny Committee (SLSC) recommended that the instrument should follow the affirmative procedure	sunleyJ@parliament.uk	2021-02-19 09:51:05 +00:00	The Secondary Legislation Scrutiny Committee, under the remit of Schedule 7 of the European Union (Withdrawal) Act 2018, recommended that the appropriate procedure for the instrument is for a draft of it be laid before, and approved by a resolution, of eac	We will first see notice of the report in the Vote/LBP on a Wednesday but the report will be published on a Thursday so we actualise retrospectively. 	SLSC report - specific PNSI page. 	Date the SLSC met (usually a Tuesday or Wednesday depending on which Sub-Comm).	617	1
